A,P,sigma,kappa,I_kA,B_T,mark
0.016611341829878418,0.9886278439752052,0.21,1.9,300.0,0.7,0
0.016865267443944676,1.0144768029059363,0.21,1.9,300.0,0.7,1
0.014572005727873476,1.0423022351636755,0.21,1.9,300.0,0.7,1
0.016572892790181586,1.0233464305276954,0.21,1.9,300.0,0.7,1
0.014673814582237165,0.9897785937895567,0.21,1.9,300.0,0.7,0
0.01540186775690827,1.0374164988848602,0.21,1.9,300.0,0.7,1
0.01622106904445252,1.027016161327083,0.21,1.9,300.0,0.7,1
0.01561971628069252,0.9674638721784776,0.21,1.9,300.0,0.7,0
0.01595322804525803,0.9511217256104175,0.21,1.9,300.0,0.7,0
0.016772367200188272,1.0079064399122064,0.21,1.9,300.0,0.7,0
0.01656373690446665,0.9801925968129868,0.21,1.9,300.0,0.7,0
0.017201567757395238,1.0340521121322197,0.21,1.9,300.0,0.7,1
0.016624624175431812,0.9642038707851968,0.21,1.9,300.0,0.7,0
0.01568963669539163,0.9491203765787228,0.21,1.9,300.0,0.7,0
0.01475234216041317,1.0130448953242455,0.21,1.9,300.0,0.7,1
0.016523760151933978,1.041490973243421,0.21,1.9,300.0,0.7,1
0.015266949758624982,0.9817859706034868,0.21,1.9,300.0,0.7,0
0.01569814111803795,0.9636871359084285,0.21,1.9,300.0,0.7,0
0.014679238200216941,0.9923104926225933,0.21,1.9,300.0,0.7,0
0.014970201731363179,1.011721399468251,0.21,1.9,300.0,0.7,1
0.01560092944082752,1.0280078196057838,0.21,1.9,300.0,0.7,1
0.016390268990217276,0.975976664138204,0.21,1.9,300.0,0.7,0
0.01678625308839613,1.0252164357496802,0.21,1.9,300.0,0.7,1
0.01545190882130105,0.9735728103930243,0.21,1.9,300.0,0.7,0
0.016336960196135453,0.9587152483609309,0.21,1.9,300.0,0.7,0
0.020678671975846375,0.9902112269751004,0.21,1.9,300.0,0.7,0
0.022439720500927466,1.055960085659203,0.21,1.9,300.0,0.7,1
0.022194443504300058,1.0675479031021968,0.21,1.9,300.0,0.7,1
0.02145569469503607,1.0463491195952892,0.21,1.9,300.0,0.7,1
0.020498338362804024,1.0009280073535973,0.21,1.9,300.0,0.7,0
0.022084156253792467,1.0365846206143132,0.21,1.9,300.0,0.7,1
0.02177465568786462,1.0659748857416025,0.21,1.9,300.0,0.7,1
0.021983102328422825,1.0448329400657994,0.21,1.9,300.0,0.7,1
0.02175656885065729,1.0198700098062612,0.21,1.9,300.0,0.7,0
0.02017140087212487,1.0331467389232363,0.21,1.9,300.0,0.7,1
0.02072270138687964,1.0303278643724636,0.21,1.9,300.0,0.7,1
0.02263915658822555,1.012868948586534,0.21,1.9,300.0,0.7,0
0.02025385559348825,1.0176133892021997,0.21,1.9,300.0,0.7,0
0.020959728641721104,1.0556666514726893,0.21,1.9,300.0,0.7,1
0.021750043825444886,1.0678648209106414,0.21,1.9,300.0,0.7,1
0.022071887989403214,1.030113686144007,0.21,1.9,300.0,0.7,1
0.022521008522419155,1.0061722919907703,0.21,1.9,300.0,0.7,0
0.020147083587822634,0.998479786077564,0.21,1.9,300.0,0.7,0
0.022246025420210404,1.0356627230251387,0.21,1.9,300.0,0.7,1
0.020562762705521858,1.0395794775103362,0.21,1.9,300.0,0.7,1
0.020535883676560555,1.0591070375077736,0.21,1.9,300.0,0.7,1
0.021417416195143143,1.0275771226096482,0.21,1.9,300.0,0.7,1
0.02098348363586468,1.0525032593118888,0.21,1.9,300.0,0.7,1
0.021164385200081223,0.9982399919316101,0.21,1.9,300.0,0.7,0
0.020432965074782598,1.0856647664549515,0.21,1.9,300.0,0.7,1
0.028594163124754404,1.0594457133810748,0.21,1.9,300.0,0.7,0
0.026666030937010143,1.0863926377347723,0.21,1.9,300.0,0.7,1
0.028204673764528967,1.0611640189158995,0.21,1.9,300.0,0.7,0
0.02721650555906295,1.0166991561845158,0.21,1.9,300.0,0.7,0
0.02615759393909208,1.079735239654384,0.21,1.9,300.0,0.7,0
0.027235749922132416,1.009711336479523,0.21,1.9,300.0,0.7,0
0.026786290925083542,1.0473969568941894,0.21,1.9,300.0,0.7,0
0.026398739401449278,1.0751364284092375,0.21,1.9,300.0,0.7,1
0.028143979642137214,1.0614212955950937,0.21,1.9,300.0,0.7,0
0.027164700171956893,1.0522058840702442,0.21,1.9,300.0,0.7,0
0.02762071495936979,1.0544596601554819,0.21,1.9,300.0,0.7,0
0.02612175401605125,1.0310557402170608,0.21,1.9,300.0,0.7,0
0.02599326357421726,1.0388740819244517,0.21,1.9,300.0,0.7,0
0.02685800468962994,1.0039274188866045,0.21,1.9,300.0,0.7,0
0.02617862995579924,1.0482394572177711,0.21,1.9,300.0,0.7,0
0.026380199958242243,1.0819870118376795,0.21,1.9,300.0,0.7,0
0.02761160447173277,1.0241619804534836,0.21,1.9,300.0,0.7,0
0.027641167527075832,0.9917553871029696,0.21,1.9,300.0,0.7,0
0.02874409869235592,1.03770534369429,0.21,1.9,300.0,0.7,0
0.028216626734382442,0.9977479999922438,0.21,1.9,300.0,0.7,0
0.027328396045146065,1.038545699435452,0.21,1.9,300.0,0.7,0
0.02868190041755653,1.0466478052376074,0.21,1.9,300.0,0.7,0
0.027288889255802445,1.0161725663091894,0.21,1.9,300.0,0.7,0
0.02686312804465924,1.0415422402471537,0.21,1.9,300.0,0.7,0
0.027185155433546722,0.991636207988033,0.21,1.9,300.0,0.7,0
0.03413677050942518,1.1238260771839765,0.21,1.9,300.0,0.7,1
0.03207864200383794,1.0896136143539048,0.21,1.9,300.0,0.7,0
0.03198362196024844,1.1014340093039812,0.21,1.9,300.0,0.7,1
0.03250159608835913,1.10015226346919,0.21,1.9,300.0,0.7,1
0.033838878579702754,1.1110747491917656,0.21,1.9,300.0,0.7,1
0.0319811175747098,1.1258111845137606,0.21,1.9,300.0,0.7,1
0.032348536709526754,1.0379512556176178,0.21,1.9,300.0,0.7,0
0.03332245214501656,1.0713022283862437,0.21,1.9,300.0,0.7,0
0.03414726396623935,1.1150351472064302,0.21,1.9,300.0,0.7,1
0.03260931141531025,1.1294999395069745,0.21,1.9,300.0,0.7,1
0.032530648251262465,1.0857157129231714,0.21,1.9,300.0,0.7,0
